company_id,type,rule_id,text,confidence_pct
ABB,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ABB,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ABB,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
ABB,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
ABB,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
ABB,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
ABB,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
ABB,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
ABB,Con,CF,The company should continue improving financial performance across key metrics.,65
ADANIENSOL,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ADANIENSOL,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
ADANIENSOL,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
ADANIENSOL,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
ADANIENSOL,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
ADANIENSOL,Con,C1,Debt-to-equity ratio of 2.93 is elevated and warrants monitoring.,90
ADANIENSOL,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
ADANIENSOL,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
ADANIENSOL,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
ADANIENT,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
ADANIENT,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
ADANIENT,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
ADANIENT,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
ADANIENT,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
ADANIENT,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
ADANIENT,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
ADANIENT,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
ADANIGREEN,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
ADANIGREEN,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
ADANIGREEN,Con,C1,Debt-to-equity ratio of 6.60 is elevated and warrants monitoring.,90
ADANIGREEN,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
ADANIGREEN,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
ADANIGREEN,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
ADANIPORTS,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ADANIPORTS,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
ADANIPORTS,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
ADANIPORTS,Con,CF,The company should continue improving financial performance across key metrics.,65
ADANIPOWER,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ADANIPOWER,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ADANIPOWER,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
ADANIPOWER,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
ADANIPOWER,Con,C8,Low composite quality score reflects weak overall financial quality.,85
AMBUJACEM,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
AMBUJACEM,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
AMBUJACEM,Con,C5,Revenue growth below 5% indicates weak business momentum.,80
AMBUJACEM,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
AMBUJACEM,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
APOLLOHOSP,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
APOLLOHOSP,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
APOLLOHOSP,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
APOLLOHOSP,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
APOLLOHOSP,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
APOLLOHOSP,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
ASIANPAINT,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ASIANPAINT,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ASIANPAINT,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
ASIANPAINT,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
ASIANPAINT,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
ASIANPAINT,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
ASIANPAINT,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
ASIANPAINT,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
ASIANPAINT,Con,CF,The company should continue improving financial performance across key metrics.,65
AXISBANK,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
AXISBANK,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
AXISBANK,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
AXISBANK,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
AXISBANK,Con,C1,Debt-to-equity ratio of 8.25 is elevated and warrants monitoring.,90
AXISBANK,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
AXISBANK,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
BAJAJ-AUTO,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BAJAJ-AUTO,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
BAJAJ-AUTO,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
BAJAJ-AUTO,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
BAJAJ-AUTO,Con,CF,The company should continue improving financial performance across key metrics.,65
BAJAJFINSV,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BAJAJFINSV,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
BAJAJFINSV,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
BAJAJFINSV,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
BAJAJFINSV,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
BAJAJFINSV,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
BAJAJFINSV,Con,C1,Debt-to-equity ratio of 4.79 is elevated and warrants monitoring.,90
BAJAJFINSV,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
BAJAJFINSV,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
BAJAJHLDNG,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
BAJAJHLDNG,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
BAJAJHLDNG,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
BAJAJHLDNG,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
BAJAJHLDNG,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
BAJAJHLDNG,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
BAJAJHLDNG,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
BAJAJHLDNG,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
BAJAJHLDNG,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
BAJAJHLDNG,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
BAJFINANCE,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
BAJFINANCE,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
BAJFINANCE,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
BAJFINANCE,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
BAJFINANCE,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
BAJFINANCE,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
BAJFINANCE,Con,C1,Debt-to-equity ratio of 3.82 is elevated and warrants monitoring.,90
BAJFINANCE,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
BANKBARODA,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
BANKBARODA,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
BANKBARODA,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
BANKBARODA,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
BANKBARODA,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
BANKBARODA,Con,C1,Debt-to-equity ratio of 12.14 is elevated and warrants monitoring.,90
BANKBARODA,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
BANKBARODA,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
BEL,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BEL,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
BEL,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
BEL,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
BHARTIARTL,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
BHARTIARTL,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
BHARTIARTL,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
BHARTIARTL,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
BHARTIARTL,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
BHARTIARTL,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
BHARTIARTL,Con,C1,Debt-to-equity ratio of 2.61 is elevated and warrants monitoring.,90
BHARTIARTL,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
BHEL,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
BHEL,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
BHEL,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
BHEL,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
BHEL,Con,C5,Revenue growth below 5% indicates weak business momentum.,80
BHEL,Con,C8,Low composite quality score reflects weak overall financial quality.,85
BHEL,Con,C9,Earnings per share growth below 5% indicates weak earnings momentum.,80
BHEL,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
BHEL,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
BOSCHLTD,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BOSCHLTD,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
BOSCHLTD,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
BOSCHLTD,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
BOSCHLTD,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
BPCL,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BPCL,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
BPCL,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
BPCL,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
BPCL,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
BPCL,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
BPCL,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
BPCL,Con,CF,The company should continue improving financial performance across key metrics.,65
BRITANNIA,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BRITANNIA,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
BRITANNIA,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
BRITANNIA,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
BRITANNIA,Con,CF,The company should continue improving financial performance across key metrics.,65
CANBK,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
CANBK,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
CANBK,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
CANBK,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
CANBK,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
CANBK,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
CANBK,Con,C1,Debt-to-equity ratio of 14.87 is elevated and warrants monitoring.,90
CANBK,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
CANBK,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
CHOLAFIN,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
CHOLAFIN,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
CHOLAFIN,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
CHOLAFIN,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
CHOLAFIN,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
CHOLAFIN,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
CHOLAFIN,Con,C1,Debt-to-equity ratio of 6.86 is elevated and warrants monitoring.,90
CHOLAFIN,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
CIPLA,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
CIPLA,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
CIPLA,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
CIPLA,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
CIPLA,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
CIPLA,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
CIPLA,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
CIPLA,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
CIPLA,Con,CF,The company should continue improving financial performance across key metrics.,65
COALINDIA,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
COALINDIA,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
COALINDIA,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
COALINDIA,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
COALINDIA,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
COALINDIA,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
COALINDIA,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
COALINDIA,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
COALINDIA,Con,CF,The company should continue improving financial performance across key metrics.,65
DABUR,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
DABUR,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
DABUR,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
DABUR,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
DABUR,Con,C8,Low composite quality score reflects weak overall financial quality.,85
DABUR,Con,C9,Earnings per share growth below 5% indicates weak earnings momentum.,80
DABUR,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
DIVISLAB,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
DIVISLAB,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
DIVISLAB,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
DIVISLAB,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
DIVISLAB,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
DIVISLAB,Con,C8,Low composite quality score reflects weak overall financial quality.,85
DIVISLAB,Con,C9,Earnings per share growth below 5% indicates weak earnings momentum.,80
DIVISLAB,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
DIVISLAB,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
DLF,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
DLF,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
DLF,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
DLF,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
DLF,Con,C5,Revenue growth below 5% indicates weak business momentum.,80
DLF,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
DMART,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
DMART,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
DMART,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
DMART,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
DMART,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
DMART,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
DMART,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
DMART,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
DMART,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
DRREDDY,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
DRREDDY,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
DRREDDY,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
DRREDDY,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
DRREDDY,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
DRREDDY,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
DRREDDY,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
DRREDDY,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
